MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst,
ccdd,xxx,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""",
1106,041,Racing Louisville FC,28042024,06,Away,D,01,01,00,10758,5028,5730,4-2-3-1,"""01, 02, 03, 20, 16, 26, 06, 08, 07, 29, 23""","""14061026, 66232060, 13082060, 09072078, 21292090""","""20, 06""",06,42,10,19,06,16,00,264,74,02,03,07,17,64,02,34,08,20,01,00,00,19,"""66XX209451""","""01209638""",X,X,X,X,X,X,X,X,X,X,X,
0918,125,Orlando Pride,01092024,06,Home,W,02,00,02,10753,5244,5509,4-4-2,"""01, 25, 03, 06, 31, 28, 02, 15, 09, 22, 10""","""20282065, 19252073, 16152074, 11222083""","""10""",01,49,12,16,08,02,02,320,82,03,06,13,15,37,02,14,09,14,01,00,00,22,"""0903100526, 0928101831""",X,X,X,X,X,X,X,X,X,X,X,X,
0618,125,NJ/NY Gotham FC,01092024,09,Away,L,00,02,00,10753,5244,5509,4-2-3-1,"""30, 27, 06, 15, 02, 17, 14, 19, 16, 18, 13""","""09142046, 28192062, 03132063, 08022093, 20062074""","""15""",04,51,16,12,02,08,02,329,82,06,03,15,13,47,06,14,14,09,03,00,00,15,X,"""30100526, 30101831""",X,X,X,X,X,X,X,X,X,X,X,
0204,027,Bay FC,14042024,08,Home,W,03,02,02,10439,4607,5832,4-3-3,"""00, 20, 27, 04, 03, 19, 22, 10, 09, 08, 12""","""02202063, 18192082, 05082098""","""12""",10,49,23,08,12,04,05,420,83,05,03,16,17,42,02,25,08,05,00,00,01,16,"""2704204736, 22XX205723, 1802208652""","""00102639, 00208247""",X,X,X,X,X,X,X,X,X,X,X,
0804,027,Seattle Reign FC,14042024,02,Away,L,02,03,01,10439,4607,5832,4-2-3-1,"""01, 11, 04, 03, 17, 33, 06, 12, 10, 91, 08""","""18012060, 24332072, 21172072, 05082072, 47122082""","""03""",11,51,08,23,04,12,01,397,77,03,05,17,16,46,04,35,05,08,00,00,00,16,"""OG27102639, 0891208247""","""01204736, 01205723, 18208652""",X,X,X,X,X,X,X,X,X,X,X,
1322,150,Utah Royals FC,28092024,11,Home,W,01,00,01,10726,5617,5109,4-2-3-1,"""32, 12, 16, 08, 03, 26, 17, 04, 22, 24, 33""","""20041007, 21222046, 07172087""","""04, 08""",13,54,17,11,05,02,05,368,82,08,02,19,13,42,02,13,17,09,04,00,00,22,"""1710207752""",X,X,X,X,X,X,X,X,X,X,X,X,
1122,150,Racing Louisville FC,28092024,13,Away,L,00,01,00,10726,5617,5109,4-2-3-1,"""01, 02, 03, 20, 11, 26, 08, 07, 14, 16, 88""","""13082046, 09882046, 17162086""","""20""",09,46,11,17,02,05,05,292,78,02,08,13,19,48,04,18,09,17,01,00,00,33,X,"""01207752""",X,X,X,X,X,X,X,X,X,X,X,
0125,175,Angel City FC,20102024,13,Home,D,01,01,01,10001,5001,5000,4-2-3-1,"""13, 27, 06, 11, 03, 99, 04, 21, 08, 10, 24""","""02102046, 20272046, 23242067, 07082074, 28992077""","""11""",11,51,14,21,04,10,06,348,82,06,06,16,09,40,09,13,12,05,03,00,00,20,"""0220205642""","""13102033""",X,X,X,X,X,X,X,X,X,X,X,
1325,175,Utah Royals FC,20102024,01,Away,D,01,01,00,10001,5001,5000,4-2-3-1,"""01, 12, 08, 18, 16, 17, 26, 15, 09, 24, 29""","""20241036, 33152061""","""08""",10,49,21,14,10,04,05,361,86,06,06,09,16,43,03,23,05,12,00,00,00,17,"""26XX102033""","""01205642""",X,X,X,X,X,X,X,X,X,X,X,
0617,115,NJ/NY Gotham FC,24082014,10,Home,W,02,00,02,10120,4935,5145,4-2-3-1,"""30, 02, 27, 06, 03, 17, 14, 28, 09, 18, 13""","""22021046, 16132054, 15062054, 07282083, 08142089""","""14, 07""",04,52,16,09,09,03,02,390,83,03,02,15,12,46,03,12,08,09,00,00,00,20,"""1303100644, 1816206906""",X,X,X,X,X,X,X,X,X,X,X,X,
1017,115,Portland Thorns FC,24082024,06,Away,L,00,02,00,10120,4935,5145,4-4-2,"""13, 12, 24, 21, 08, 77, 02, 20, 04, 23, 18""","""5242056, 66122056, 11022067, 25212078, 29772078""","""04""",05,48,09,16,03,09,04,342,79,02,03,12,15,45,07,14,09,08,01,00,00,22,X,"""18100644, 18206906""",X,X,X,X,X,X,X,X,X,X,X,
1018,120,Portland Thorns FC,30082024,02,Home,L,01,03,00,10854,5306,5548,4-3-3,"""30, 02, 05, 20, 11, 08, 17, 21, 77, 09, 13""","""66092058, 04172076, 23052076, 15772076, 25212085""","""17, 04""",06,54,10,11,05,06,03,348,79,07,02,19,16,52,03,12,07,18,01,00,00,23,"""09XX103139""","""30100656, 30101742, 30206917""",X,X,X,X,X,X,X,X,X,X,X,
0218,120,Bay FC,30082024,10,Away,W,03,01,03,10854,5306,5548,4-3-3,"""00, 03, 13, 04, 20, 12, 23, 19, 21, 08, 09""","""18192065, 24092090, 15122100""","""04""",08,46,11,10,06,05,03,287,78,02,07,16,19,41,04,22,18,07,02,00,00,27,"""1319100656, 2109101742, 1821206917""","""00103139""",X,X,X,X,X,X,X,X,X,X,X,
1317,114,Utah Royals FC,23082024,02,Home,W,02,01,01,10517,5003,5514,4-2-3-1,"""01, 16, 18, 08, 03, 26, 17, 04, 09, 29, 33""","""24112061, 10262061, 22042080, 12162090""","""04, 08""",14,41,11,19,03,07,04,248,75,03,12,07,31,33,41,28,11,10,01,00,00,18,"""0417204756, OG04205442""","""01208216""",X,X,X,X,X,X,X,X,X,X,X,
0217,114,Bay FC,23082024,13,Away,L,01,02,01,10517,5003,5514,4-3-3,"""21, 10, 09, 12, 23, 19, 03, 04, 05, 02, 00""","""08102066, 20022067, 24052076""","""04""",08,59,19,11,07,03,03,372,82,12,03,31,07,41,02,14,10,11,00,00,01,26,"""0921208216""","""00204756, 00205442""",X,X,X,X,X,X,X,X,X,X,X,
0703,017,North Carolina Courage,30032024,06,Home,W,01,00,01,09836,4613,5220,4-3-3,"""01, 11, 07, 03, 13, 10, 02, 17, 94, 08, 23""","""06172064, 14942064, 05232074, 34082075, 16022091""","""10""",03,51,06,15,05,10,04,327,80,02,07,10,28,55,00,41,13,11,02,00,00,27,"""0802104304""",X,X,X,X,X,X,X,X,X,X,X,X,
0602,017,NJ/NY Gotham FC,30032024,07,Away,L,00,01,00,09836,4613,5220,4-3-3,"""38, 03, 21, 15, 02, 17, 14, 06, 18, 09, 19""","""28192065, 77062065, 13142076, 05032076, 08212084""","""15""",04,49,15,06,10,05,10,297,78,07,02,28,10,48,00,15,11,13,02,00,00,36,X,"""38104304""",X,X,X,X,X,X,X,X,X,X,X,
1311,075,Utah Royals FC,25052024,05,Home,L,00,01,00,10255,4802,5453,3-5-2,"""01, 05, 17, 08, 12, 04, 10, 22, 13, 09, 15""","""16132046, 33092078, 14042078, 06222086, 07152086"" ","""04, 08""",14,55,04,24,02,15,00,311,72,01,07,05,24,57,06,21,13,12,01,00,00,27,X,"""01205730""",X,X,X,X,X,X,X,X,X,X,X,
0511,075,Kansas City Current,25052024,13,Away,W,01,00,01,10255,4802,5453,4-2-3-1,"""21, 04, 12, 24, 18, 10, 14, 17, 99, 08, 06""","""07241026, 16082046, 11142075, 77172075, 09992081""","""10""",02,45,24,04,15,02,07,232,69,07,01,24,05,54,02,02,12,13,02,00,00,37,"""0714205730""",X,X,X,X,X,X,X,X,X,X,X,X,
0619,131,NJ/NY Gotham FC,08092024,04,Home,W,02,01,02,11384,5150,6234,4-2-3-1,"""30, 02, 15, 06, 27, 14, 17, 28, 18, 19, 09""","""08022063, 20192063, 10172078, 22272078, 05142090, 07202098""","""15""",04,56,09,07,03,03,03,363,76,07,06,20,18,62,02,20,14,14,02,00,00,23,"""1809100925, 0910209250""","""30101651""",X,X,X,X,X,X,X,X,X,X,X,
0419,131,Houston Dash,08092024,06,Away,L,01,02,01,11384,5150,6234,3-4-2-1,"""01, 33, 03, 07, 30, 13, 17, 11, 10, 09, 14""","""31132046, 19142074, 02112083, 06032088""","""01""",14,44,07,09,03,03,03,274,75,06,07,18,20,64,01,29,14,14,01,00,00,28,"""0930101651""","""01100925, 01209250""",X,X,X,X,X,X,X,X,X,X,X,
0324,163,Chicago Red Stars,12102024,06,Home,L,00,02,00,10158,4731,5427,4-2-3-1,"""01, 32, 41, 04, 23, 21, 20, 34, 10, 09, 14""","""24342076, 08102089, 33232096""","""01""",06,40,02,12,01,05,00,215,70,02,05,05,27,51,03,26,10,07,01,00,00,23,X,"""01208654, 01209722""","""208654""",K01,Y,NA,NA,NA,NA,R,L,On,N,
0624,163,NJ/NY Gotham FC,12102024,03,Away,W,02,00,01,10158,4731,5427,4-1-4-1,"""09, 18, 16, 17, 10, 14, 27, 06, 15, 02, 30""","""21152046, 13182061, 22022074, 20172074, 24272083""","""10""",03,60,12,02,05,01,04,382,85,05,02,27,05,47,01,04,07,10,02,00,00,29,"""10XX208654, 0920209722""",X,"""208654""",S10,Y,R,L,On,N,NA,NA,NA,NA,
0312,079,Chicago Red Stars,08062024,02,Home,L,01,02,01,09610,4609,5001,4-2-3-1,"""01, 12, 03, 41, 32, 04, 13, 09, 05, 55, 34""","""23122046, 24052046, 11322066, 10342067, 08132085"" ","""01""",06,42,12,21,06,13,03,218,68,03,16,19,33,41,05,26,08,06,01,00,00,35,"""5510209245""","""01102407, 01207810""",X,X,X,X,X,X,X,X,X,X,X,
0212,079,Bay FC,08062024,03,Away,W,02,01,00,09610,4609,5001,4-2-3-1,"""00, 03, 04, 27, 20, 23, 18, 09, 12, 21, 08""","""11212062, 19082062, 02202085, 15122092""","""04""",12,58,21,12,13,06,06,330,77,16,03,33,19,50,02,28,06,08,00,00,00,27,"""23XX102407, 18XX207810""","""00209245""",X,X,X,X,X,X,X,X,X,X,X,
0216,110,Bay FC,06072024,14,Home,L,00,03,00,11043,5539,5504,4-3-3,"""00, 20, 27, 04, 02, 19, 23, 10, 21, 08, 09""","""03202067, 12102067, 07082072""","""04""",11,46,19,16,10,11,05,253,76,07,06,20,14,47,01,20,13,05,02,00,00,30,X,"""00100351, 00102030, 00205640""",102030,K00,Y,NA,NA,NA,NA,L,L,On,N,
1416,110,Washington Spirit,06072024,02,Away,W,03,00,01,11043,5539,5504,4-2-3-1,"""01, 14, 09, 05, 03, 12, 17, 08, 07, 02, 11""","""26122060, 33112060, 16082060, 22072078, 13022089""","""01""",03,54,16,19,11,10,06,323,79,06,07,14,20,51,05,30,05,13,01,00,00,13,"""08XX100351, 02XX102030, 1108205640""",X,102030,S02,Y,L,L,On,N,NA,NA,NA,NA,
0720,134,North Carolina Courage,13092024,02,Home,D,01,01,01,09719,4612,5107,4-2-3-1,"""01, 11, 07, 03, 13, 06, 10, 14, 02, 23, 05""","""20232056, 08142056, 17062072, 25052072""","""10""",05,59,07,12,02,06,00,443,85,04,06,13,18,31,05,17,04,07,01,00,00,26,"""0210102714""","""01100852""",X,X,X,X,X,X,X,X,X,X,X,
0220,134,Bay FC,13092024,07,Away,D,01,01,01,09719,4612,5107,4-1-4-1,"""00, 03, 13, 04, 20, 23, 21, 12, 19, 09, 08""","""55212056""","""04""",08,41,12,07,06,02,03,282,80,06,04,18,13,38,01,15,07,04,00,00,00,31,"""0812100852""","""00102714""",X,X,X,X,X,X,X,X,X,X,X,
1306,039,Utah Royals FC,27042024,04,Home,D,00,00,00,09945,4859,5046,4-3-3,"""01, 16, 05, 08, 03, 12, 21, 10, 09, 33, 04""","""15122062, 20332084""","""04""",14,52,11,07,07,05,03,301,78,05,04,16,15,53,01,16,16,18,01,00,00,30,X,X,X,X,X,X,X,X,X,X,X,X,X,
0406,039,Houston Dash,27042024,13,Away,D,00,00,00,09945,4859,5046,3-5-2,"""01, 07, 04, 17, 30, 10, 13, 31, 28, 11, 09""","""16111046, 15102064, 20042064, 14282075""","""01""",12,48,07,11,05,07,03,278,77,04,05,15,16,45,04,11,18,16,03,00,00,30,X,X,X,X,X,X,X,X,X,X,X,X,X,
0914,092,Orlando Pride,21062024,13,Home,W,06,00,03,10540,5326,5217,4-4-1-1,"""01, 25, 03, 06, 32, 20, 28, 02, 09, 10, 22""","""31252059, 15202059, 12322067, 30022068, 11282079""","""10""",02,63,28,11,21,09,09,398,89,08,04,31,08,41,04,09,08,09,00,00,00,17,"""2225102654, 28XX104739, 10XX204641, 22XX208544, 1022208754, 1122209456""",X,X,X,X,X,X,X,X,X,X,X,X,
1314,092,Utah Royals FC,21062024,09,Away,L,00,06,00,10540,5326,5217,3-4-1-2,"""01, 08, 17, 05, 12, 06, 10, 16, 09, 14, 07""","""33072046, 04122046, 22142074, 15062083""","""10""",14,37,11,28,09,21,05,209,78,04,08,08,31,39,06,34,09,08,01,00,00,04,X,"""01102654, 01104739, 01204641, 01208544, 01208754, 01209456""",X,X,X,X,X,X,X,X,X,X,X,
0306,038,Chicago Red Stars,27042024,10,Home,L,00,02,00,10719,5200,5519,4-2-3-1,"""01, 32, 03, 12, 23, 04, 05, 55, 34, 24, 09""","""11232057, 13052057, 26552065, 10342077, 30242077""","""01""",03,46,16,13,10,11,06,289,75,07,02,21,15,64,06,24,11,10,01,00,00,22,X,"""01100931, 01102518""",X,X,X,X,X,X,X,X,X,X,X,
1006,038,Portland Thorns FC,27042024,03,Away,W,02,00,02,10719,5200,5519,4-3-3,"""18, 23, 05, 04, 02, 21, 17, 08, 22, 12, 09""","""16122046, 13212061, 25232061, 15222074, 19092087""","""04""",09,54,13,16,10,11,02,359,78,02,07,15,21,47,03,22,10,11,03,00,00,23,"""0908100931, 0912102518""",X,X,X,X,X,X,X,X,X,X,X,X,
1410,065,Washington Spirit,18052024,01,Home,W,04,02,04,10839,5705,5134,4-2-3-1,"""01, 03, 05, 09, 14, 17, 12, 02, 07, 33, 11""","""06111049, 16332070, 13022087, 26122087, 04072087""","""01""",03,38,16,13,11,07,03,216,70,02,05,15,15,46,02,19,13,12,00,00,01,21,"""0211100825, 0207102932, 0309103314, 1107103538""","""01101925, 01102215""",X,X,X,X,X,X,X,X,X,X,X,
0109,065,Angel City FC,18052024,14,Away,L,02,04,01,10839,5705,5134,4-3-3,"""13, 20, 11, 06, 27, 28, 29, 07, 10, 02, 21""","""03111015, 99282070, 16292070, 12202077, 24022077""","""11, 03""",09,62,13,16,07,11,04,410,80,05,02,15,15,54,03,21,12,13,05,00,00,29,"""OG05101925, 0210102215""","""13100825, 13102932, 13103314, 13103538""",X,X,X,X,X,X,X,X,X,X,X,
0817,119,Seattle Reign FC,25082024,07,Home,W,01,00,00,09831,4500,5331,4-3-3,"""01, 25, 21, 32, 11, 10, 05, 91, 23, 09, 34""","""24232066, 30102075, 16342075, 47092089, 12912089""","""10, 11""",13,45,17,04,06,03,06,381,81,04,04,22,10,50,03,13,05,08,00,00,00,27,"""OG20209607""",X,X,X,X,X,X,X,X,X,X,X,X,
0717,119,North Carolina Courage,25082024,08,Away,L,00,01,00,09831,4500,5331,4-2-3-1,"""01, 13, 03, 07, 17, 10, 06, 22, 02, 14, 34""","""20142062, 94022077, 25222086, 16342086""","""10""",06,55,04,17,03,06,00,499,85,04,04,10,22,36,06,16,08,05,00,00,01,25,X,"""01209607""",X,X,X,X,X,X,X,X,X,X,X,
0603,026,NJ/NY Gotham FC,14042024,05,Home,D,01,01,01,09808,4605,5203,4-3-3,"""38, 15, 77, 21, 03, 14, 17, 06, 28, 09, 18""","""02142046, 19212046, 10172059, 08282093""","""15""",07,60,14,10,07,05,02,370,79,08,04,23,10,45,03,21,11,08,01,00,00,36,"""0918205105""","""38101656""",X,X,X,X,X,X,X,X,X,X,X,
0504,026,Kansas City Current,14042024,06,Away,D,01,01,01,09808,4605,5203,4-2-3-1,"""21, 05, 07, 24, 18, 14, 22, 06, 16, 77, 09""","""94162066, 17772066, 04182067, 47062086""","""10""",01,40,10,14,05,07,01,201,64,04,08,10,23,56,04,29,08,11,01,00,00,21,"""0609101656""","""21205105""",X,X,X,X,X,X,X,X,X,X,X,
0423,155,Houston Dash,04102024,03,Home,L,00,02,00,10720,5900,4820,4-2-3-1,"""01, 02, 07, 33, 30, 14, 31, 21, 10, 15, 09""","""13101029, 11212056, 28312056, 03332075, 17142075""","""01""",13,54,29,10,02,04,11,365,,10,02,,,,02,05,10,07,03,00,00,16,X,"""01100656, 01105353""","""105353""",K01,Y,NA,NA,NA,NA,L,L,On,N,Source: https://forzafootball.com/match/houston-dash-chicago-red-stars-1217099955/stats?utm_source=chatgpt.com
0323,155,Chicago Red Stars,04102024,04,Away,W,02,00,01,10720,5900,4820,4-2-3-1,"""01, 12, 04, 41, 32, 20, 21, 14, 34, 09, 10""","""30121052, 24342046, 08102070, 05142077, 11212090""","""01""",06,46,10,29,04,02,03,303,,02,10,,,,02,25,07,10,02,00,00,20,"""1409100656, 34XX105353""",X,"""105353""",S34,Y,L,L,On,N,NA,NA,NA,NA,Source: https://forzafootball.com/match/houston-dash-chicago-red-stars-1217099955/stats?utm_source=chatgpt.com
0903,014,Orlando Pride,29032024,03,Home,D,01,01,00,10446,4842,5604,4-2-3-1,"""01, 25, 03, 06, 32, 16, 08, 15, 10, 09, 11""","""02322046, 20112066, 28082072, 29162095""","""10""",09,59,21,09,15,06,12,408,85,06,02,18,16,42,02,19,08,12,04,00,00,23,"""OG32102034""","""01206323""",X,X,X,X,X,X,X,X,X,X,X,
0303,014,Chicago Red Stars,29032024,09,Away,D,01,01,01,10446,4842,5604,4-2-3-1,"""01, 28, 12, 03, 32, 04, 05, 24, 09, 26, 34""","""08262046, 23322065, 33342065, 20052085, 15092093""","""01""",01,41,09,21,06,15,03,264,80,02,06,16,18,54,03,27,12,08,03,00,01,18,"""0924206323""","""01102034""",X,X,X,X,X,X,X,X,X,X,X,
1304,022,Utah Royals FC,12042024,09,Home,L,00,01,00,10238,4804,5434,4-3-3,"""01, 16, 18, 08, 03, 06, 04, 22, 09, 33, 15""","""12042064, 07332084, 20152084, 21062085""","""04, 08""",12,50,05,14,05,05,00,361,83,03,10,05,22,40,03,09,11,14,01,00,00,19,X,"""01206713""",X,X,X,X,X,X,X,X,X,X,X,
0904,022,Orlando Pride,12042024,13,Away,W,01,00,01,10238,4804,5434,4-2-3-1,"""01, 32, 06, 03, 25, 15, 16, 20, 28, 09, 11""","""10092062, 02202071, 07112083, 30282084""","""03, 10""",08,50,14,05,05,05,01,345,84,10,03,22,05,52,05,09,14,11,02,00,00,13,"""1025206713""",X,X,X,X,X,X,X,X,X,X,X,X,
1405,029,Washington Spirit,20042024,06,Home,W,02,00,01,10257,4917,5340,4-2-3-1,"""01, 03, 05, 09, 14, 17, 12, 33, 07, 02, 11""","""13112076, 26172083, 39332093, 16072093, 06032093""","""01""",03,48,13,11,09,06,04,299,72,05,06,09,25,67,03,30,08,14,02,00,00,19,"""0703104011, 33XX206820""",X,"""206820""",S33,Y,R,M,On,N,NA,NA,NA,NA,
0604,029,NJ/NY Gotham FC,20042024,14,Away,L,00,02,00,10257,4917,5340,4-3-3,"""38, 03, 77, 15, 02, 09, 06, 17, 18, 10, 28""","""21151021, 19102060, 14172060, 25032075, 13062075""","""10, 19""",07,52,11,13,06,09,03,321,74,06,05,25,09,47,03,12,14,08,02,00,00,28,X,"""38104011, 38206820""","""206820""",K38,Y,NA,NA,NA,NA,R,M,On,N,
0723,157,North Carolina Courage,05102024,12,Home,W,02,01,00,10504,5405,5059,4-3-3,"""01, 11, 07, 03, 13, 10, 02, 06, 77, 34, 09""","""20772070, 16062078, 22092078, 17022088, 05342089""","""10""",05,53,11,15,04,08,01,452,87,02,07,11,21,37,06,22,05,09,00,00,00,23,"""77XX103108, 34XX104808""","""01208342""",X,X,X,X,X,X,X,X,X,X,X,
1223,157,San Diego Wave FC,05102024,07,Away,L,01,02,00,10504,5405,5059,4-2-3-1,"""01, 06, 04, 14, 76, 05, 24, 15, 25, 77, 07""","""11152046, 16242070, 18252070, 21072078, 69062090""","""01""",12,47,15,11,08,04,04,378,83,07,02,21,11,28,02,18,09,05,01,00,00,22,"""06XX208342""","""01103108, 01104808""",X,X,X,X,X,X,X,X,X,X,X,
0814,097,Seattle Reign FC,23062024,11,Home,D,01,01,00,11421,5807,5614,4-2-3-1,"""01, 11, 21, 03, 22, 05, 10, 23, 91, 09, 08""","""33082062, 25222062, 24232062, 04032074, 07052086, 12912094""","""03, 10""",13,60,13,07,07,04,04,448,85,09,02,21,07,51,03,16,15,07,01,00,00,12,"""08XX100959""","""01209633""","""100959""",S08,Y,R,L,On,N,NA,NA,NA,NA,
1114,097,Racing Louisville FC,23062024,08,Away,D,01,01,01,11421,5807,5614,4-4-2,"""01, 16, 20, 03, 02, 07, 06, 26, 13, 23, 14""","""05261045, 66232058, 09072058, 21132080, FR031009""","""06""",08,40,07,13,04,07,00,277,78,02,09,07,21,43,02,24,07,15,01,01,00,27,"""6607209633""","""01100959""","""100959""",K01,Y,NA,NA,NA,NA,R,L,On,N,
1026,177,Portland Thorns FC,01112024,01,Home,W,03,00,02,09945,5033,4912,4-4-2,"""18, 11, 20, 04, 23, 22, 21, 17, 08, 09, 12""","""15092046, 13082072, 77222072, 25122084, 14172093"" ","""12, 04""",07,35,11,12,06,03,01,214,70,01,03,05,13,45,03,21,06,11,00,00,00,29,"""12XX101516, 0917102520, 2208104841""",X,X,X,X,X,X,X,X,X,X,X,X,
0126,177,Angel City FC,01112024,10,Away,L,00,03,00,09945,5033,4912,4-3-3,"""13, 20, 06, 11, 03, 99, 08, 04, 16, 02, 23""","""24022063, 21162064, 10232064, 44032075, 28082078""","""11""",11,65,12,11,03,06,05,463,83,03,01,13,05,41,03,11,11,06,01,00,00,26,X,"""13101516, 13102520, 13104841""",X,X,X,X,X,X,X,X,X,X,X,
0116,109,Angel City FC,06072024,06,Home,L,01,02,00,10214,4909,5305,4-2-3-1,"""13, 12, 11, 27, 20, 28, 99, 21, 07, 10, 02""","""06202068, 03122068, 17072075, 24022075, 29282079""","""11""",10,50,11,12,06,10,04,277,71,01,02,06,13,63,07,26,09,08,00,00,00,34,"""10XX206836""","""13101554, 13103920""","""206836""",S10,Y,L,L,On,Y,NA,NA,NA,NA,
0616,109,NJ/NY Gotham FC,06072024,01,Away,W,02,01,02,10214,4909,5305,4-1-4-1,"""30, 02, 15, 06, 22, 14, 18, 17, 16, 19, 13""","""10192061, 28162061, 07132077, 25222077, 77172087""","""15""",04,50,12,11,10,06,01,300,76,02,01,13,06,45,01,19,08,09,03,00,00,29,"""1619101554, 1713103920""","""30206836""","""206836""",K30,Y,NA,NA,NA,NA,L,L,On,Y,
0606,047,NJ/NY Gotham FC,04052024,07,Home,W,01,00,00,10354,5248,5106,4-3-3,"""30, 03, 06, 21, 02, 18, 14, 17, 13, 09, 10""","""16132060, 28092080, 19182080, 25032086""","""10""",11,45,13,10,04,06,02,244,71,05,05,17,18,70,05,06,12,11,01,00,00,33,"""10XX101026""",X,X,X,X,X,X,X,X,X,X,X,X,
0708,047,North Carolina Courage,04052024,06,Away,L,00,01,00,10354,5248,5106,4-2-3-1,"""01, 11, 07, 03, 13, 06, 10, 94, 02, 23, 05""","""17071049, 14232046, 34942066, 16062075, 08112075""","""10""",02,55,10,13,06,04,01,312,74,05,05,18,17,60,01,21,11,12,01,00,00,37,X,"""01101026""",X,X,X,X,X,X,X,X,X,X,X,
0207,044,Bay FC,01052024,10,Home,L,02,03,02,10700,5201,5459,4-3-3,"""44, 24, 04, 05, 20, 19, 14, 18, 09, 10, 07""","""12192046, 06182076, 27052076, 08072083, 02202096""","""04""",10,53,18,09,10,06,05,404,83,09,02,18,04,45,02,05,10,10,00,00,00,30,"""0918104006, 1009205952""","""44100129, 44100635, 442MMMSS""",X,X,X,X,X,X,X,X,X,X,X,
1007,044,Portland Thorns FC,01052024,02,Away,W,03,02,03,10700,5201,5459,4-2-3-1,"""18, 25, 04, 20, 02, 08, 17, 15, 13, 16, 09""","""23252046, 05042062, 22152062, 27082076, 19162076""","""04, 17""",07,47,09,18,06,10,01,356,81,02,09,04,18,56,03,24,10,10,02,00,00,14,"""1509100129, 0915100635, 0927207710""","""18104006, 18205952""",X,X,X,X,X,X,X,X,X,X,X,
1104,024,Racing Louisville FC,13042024,12,Home,D,00,00,00,09645,4604,5041,4-2-3-1,"""01, 02, 03, 20, 16, 26, 06, 23, 07, 29, 66""","""13662046, 09292062, 08232079""","""06""",09,43,12,15,06,09,02,272,77,01,03,15,11,55,02,15,16,11,02,00,00,23,X,X,X,X,X,X,X,X,X,X,X,X,X,
1203,024,San Diego Wave FC,13042024,11,Away,D,00,00,00,09645,4604,5041,4-2-3-1,"""01, 14, 12, 02, 20, 05, 24, 10, 21, 11, 13""","""19112059, 06202059, 15132066, 17242076, 23102076""","""13, 02""",06,57,15,12,09,06,07,383,80,03,01,11,15,52,04,10,11,16,01,00,00,29,X,X,X,X,X,X,X,X,X,X,X,X,X,
0718,123,North Carolina Courage,01092024,05,Home,W,02,01,01,10002,4901,5101,4-3-3,"""01, 13, 03, 07, 17, 06, 02, 10, 22, 94, 05""","""23942061, 11172078, 08022080, 77052080""","""10""",06,61,11,16,06,04,03,423,82,02,06,15,21,44,02,18,03,05,01,00,00,36,"""2213206647, 08XX209105""","""01206150""",X,X,X,X,X,X,X,X,X,X,X,Match Break: 79:23
0518,123,Kansas City Current,01092024,07,Away,L,01,02,00,10002,4901,5101,4-2-3-1,"""01, 05, 12, 15, 04, 22, 10, 06, 16, 08, 99""","""11222067, 18082068, 33162073, 66992093""","""10""",02,39,16,11,04,06,06,243,76,06,02,21,15,53,03,34,05,03,00,00,00,19,"""06XX206150""","""01206647, 01209105""",X,X,X,X,X,X,X,X,X,X,X,Match Break: 79:23
1419,128,Washington Spirit,07092024,10,Home,W,02,01,02,10503,5214,5249,4-3-3,"""01, 26, 09, 05, 14, 16, 12, 10, 19, 11, 33""","""02111022, 08332062, 17162062, 03142062, 04192084""","""01""",02,52,17,13,08,08,03,394,82,04,04,21,12,42,07,13,13,06,00,00,00,22,"""0233205906, 1002209533""","""01204835""",X,X,X,X,X,X,X,X,X,X,X,
1019,128,Portland Thorns FC,07092024,14,Away,L,01,02,01,10503,5214,5249,4-2-3-1,"""30, 02, 04, 20, 11, 17, 08, 77, 13, 66, 09""","""24662046, 23112069, 12772074, 21132083""","""04""",05,48,13,17,08,08,02,365,81,04,04,12,21,63,05,25,06,13,00,00,00,21,"""0877204835""","""30205906, 30209533""",X,X,X,X,X,X,X,X,X,X,X,
