MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst
ccdd,,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA"""
0613,090,Gotham FC,19062024,12,Home,W,02,01,02,10915,5101,5814,4-2-3-1,"""30, 08, 21, 06, 03, 77, 17, 18, 16, 19, 28""","""14172046, 02282060, 07162060, 22082072, 27032084""","""07, ??""",04,59,14,03,12,03,03,427,84,02,01,14,04,52,XX,08,15,04,03,XX,XX,29,"""1628104800, 2502209759""","""30204705""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1213,090,San Diego Wave,19062024,06,Away,L,01,02,02,10915,5101,5814,4-2-3-1,"""01, 06, 02, 04, 14, 24, 05, 18, 11, 77, 19""","""21242046, 13192046, 15772046, 16182072, 10112078""","""02""",09,41,03,14,03,12,02,271,76,01,02,04,14,46,07,21,04,15,01,XX,XX,21,"""18XX204705""","""01104800, 01209759""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0411,072,Houston Dash,24052024,07,Home,W,03,XX,02,10105,5003,5102,4-4-1-1,"""01, 07, 04, 03, 30, 16, 13, 17, 15, 28, 11""","""11162066, 09282070, 10152077, 14172077""","""01""",12,35,09,13,06,07,XX,196,70,02,05,09,26,53,03,28,13,11,01,XX,XX,27,"""2830104352, 1522206705, 09XX207709""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0711,072,Carolina Courage,24052024,04,Away,L,XX,03,XX,10105,5003,5102,3-4-1-2,"""01, 03, 07, 11, 13, 06, 08, 14, 05, 02, 34""","""16082064, 23142065, 94062077, 19112084, 25022084""","""03""",02,65,13,09,07,06,04,438,84,05,02,26,09,50,03,08,11,13,01,XX,XX,28,XX,"""01104352, 01206705, 10207709""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0808,053,Seattle Reign,08052024,05,Home,D,XX,XX,XX,10155,4914,5241,4-4-2,"""18, 21, 03, 25, 11, 24, 33, 06, 47,91, 12""","""17472061, 07062061, 08122062, 10332078, 02912096""","""03""",02,40,05,19,04,12,03,284,71,02,07,09,25,49,06,44,04,06,XX,XX,XX,25,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0508,053,Kansas City Current,08052024,08,Away,D,XX,XX,XX,10155,4914,5241,4-3-3,"""21, 02, 12, 24, 18, 22, 14, 17, 06, 94, 16""","""04022046, 99942065, 77162075, 10142075, 47172089""",21,11,60,19,05,12,04,07,453,78,07,02,25,09,38,01,09,06,04,XX,XX,XX,31,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1320,138,Utah Royals FC,14092024,13,Home,L,01,02,01,10238,4901,5337,4-2-3-1,"""01, 16, 18, 08, 03, 26, 17, 07, 22, 04, 24""","""12162046, 20072071, 21172079, 35222086""","""04""",13,49,13,07,04,04,03,294,80,09,01,23,08,30,02,09,15,11,03,XX,XX,38,"""2422205809""","""01100027, 01100505""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1220,138,San Diego Wave,14092024,12,Away,W,02,01,02,10238,4901,5337,4-3-3,"""22, 06, 12, 04, 14, 05, 24, 15, 69, 07, 77""","""11242063, 25692069, 20062079, 18072079""",15,12,51,07,13,04,04,01,306,78,01,09,08,23,43,03,28,11,15,XX,XX,XX,22,"""0769100027, 6915100505""","""22205809""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0625,174,Gotham FC,20102024,09,Home,W,03,01,01,10001,5007,4954,4-1-4-1,"""30, 02, 21, 27, 22, 14, 13, 17, 16, 18, 09""","""03092046, 07172077, 08132090""",22,03,45,15,09,05,02,03,251,74,02,05,10,16,55,01,22,21,15,02,XX,XX,26,"""21XX101247, 16XX104505, 1303204844""",30103044,103044,K30,Y,NA,NA,NA,NA,R,M,On,N
0925,174,Orlando Pride,20102024,06,Away,L,01,03,XX,10001,5007,4954,4-4-2,"""01, 31, 06, 03, 25, 10, 16, 15, 20, 09, 22""","""28162046, 11092060, 02202066, 14252067, 07102075""","""10, ??""",01,55,09,15,02,05,02,324,78,05,02,16,10,57,02,17,15,21,XX,XX,XX,16,"""09XX103044""","""01101247, 01104505, 01204844""",103044,S09,Y,R,M,On,N,NA,NA,NA,NA
1425,173,Washington Spirit,20102024,03,Home,W,02,XX,01,10028,4616,5412,4-2-3-1,"""01, 03, 24, 09, 14, 17, 22, 19, 16, 08, 33""","""02162056, FR192070, 06032074, 04332087, 13082087, 05242087""","""01""",02,57,23,09,12,02,06,400,85,11,05,20,09,43,02,11,12,05,02,01,XX,19,"""22XX103017, 0833208230""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0325,173,Chicago Redstar FC,20102024,14,Away,L,XX,02,XX,10028,4616,5412,4-2-3-1,"""01, 32, 04, 41, 12, 20, 21, 14, 08, 09, 22""","""10222046, 30122046, 11092060, FR142072, 13212076, 26082089""","""01""",06,43,09,23,02,12,02,286,81,05,11,09,20,49,10,24,05,12,XX,01,XX,18,XX,"""01103017, 01208230""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0522,149,Kansas City Current,28092024,06,Home,D,01,01,01,09927,4620,5307,4-2-3-1,"""01, 18, 27, 15, 04, 16, 10, 06, 99, 17, 08""","""05182046, 09082046, 14162074, 66172074""",10,04,41,14,12,04,06,03,274,76,03,05,14,17,61,06,16,08,09,01,XX,01,17,"""0699205111""","""01102256""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0622,149,Gotham FC,28092024,05,Away,D,01,01,XX,09927,4620,5307,4-1-4-1,"""30, 27, 06, 15, 02, 14, 18, 16, 17, 10, 09""","""22022066, 13062066, 07082077, 05092077""","""10, 15""",03,59,12,14,06,04,03,426,80,05,03,17,14,42,03,13,09,08,01,XX,XX,13,"""OG15102256""","""30205111""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0309,058,Chicago Redstar FC,12052024,13,Home,W,03,01,02,10940,5626,5314,4-2-3-1,"""01, 32, 03, 12, 28, 04, 13, 55, 34, 24, 09""","""19012062, 10342062, 08242082, 05132095""","""01, 09""",05,38,07,16,04,08,XX,217,68,01,03,04,20,59,04,23,09,09,XX,XX,XX,25,"""2409102209, 09XX102835, 5508209636""","""19208019""",102834,S09,Y,L,L,On,N,NA,NA,NA,NA
1309,058,Utah Royals FC,12052024,03,Away,L,01,03,01,10940,5626,5314,4-1-4-1,"""01, 03, 08, 05, 16, 21, 04, 10, 22, 09, 33""","""12031027, 20302046, 15042046, 06212064, 07092080""","""04, 08""",14,62,16,07,08,04,03,410,80,03,01,20,04,40,01,11,09,09,02,XX,XX,23,"""2007208019""","""01102209, 01102835, 01209636""",102834,K01,Y,NA,NA,NA,NA,L,L,On,N
1111,076,Racing Louisville,07062024,04,Home,W,02,XX,01,09922,4701,5221,4-4-2,"""01, 16, 20, 02, 03, 23, 26, 14, 13, 07, 66""","""29232046, 21662084, 06072097""",20,08,48,10,13,05,07,01,267,73,05,04,14,22,60,03,20,10,12,02,XX,XX,27,"""07XX206115, 2107208443""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0412,076,Houston Dash,07062024,11,Away,L,XX,02,XX,09922,4701,5221,3-5-1-1,"""01, 03, 04, 07, 30, 15, 13, 17, 08, 11, 10""","""09102059, 19172078, 16152078, 14132087""","""01""",10,52,13,10,07,05,04,296,74,04,05,22,14,47,02,20,12,10,02,XX,XX,20,XX,"""01206115, 01208443""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0402,011,Houston Dash,23032024,11,Home,D,XX,XX,XX,10611,4714,5857,3-4-1-2,"""01, 13, 08, 17, 06, 30, 14, 15, 07, 05, 09""","""16302046, 10052046, 19062062, 31142062, 12772078""","""01""",14,56,12,19,10,13,06,339,82,04,07,14,24,52,09,21,16,13,03,XX,XX,20,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1102,011,Racing Louisville,23032024,04,Away,D,XX,XX,XX,10611,4714,5857,4-2-3-1,"""01, 02, 04, 20, 16, 06, 26, 23, 09, 29, 66""","""21292073, 13662073, 17232091, 03022091""","""06""",07,44,19,12,13,10,03,228,73,07,04,24,14,75,04,23,13,16,01,XX,XX,20,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0417,113,Houston Dash,23082024,09,Home,L,XX,01,XX,10528,4909,5619,3-4-3,"""01, 07, 03, 04, 30, 14, 13, 31, 15, 09, 10""","""22092046, 11312079, 17142079, 19152088""","""01""",12,46,09,21,01,08,01,277,78,02,06,15,13,43,07,20,13,13,XX,XX,XX,16,XX,"""01206645""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0917,113,Orlando Pride,23082024,04,Away,W,01,XX,01,10528,4909,5619,4-2-3-1,"""01, 31, 06, 03, 25, 15, 02, 09, 10, 20, 22""","""28202046, 19312061, 11152080, 16092089, 07102089""","""10, 03""",02,54,21,09,08,01,09,339,80,06,02,13,15,47,01,18,13,13,02,XX,XX,25,"""2815206645""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1115,101,Racing Louisville,29062024,02,Home,L,XX,01,XX,10516,4905,5609,4-2-3-1,"""01, 16, 20, 05, 02, 14, 06, 09, 07, 13, 23""","""66232064, 21092071, 19142072, 17132089""","""06""",08,54,08,07,02,06,01,382,87,01,03,25,15,42,XX,13,10,10,01,XX,XX,25,XX,"""01207553""",207552,K01,Y,NA,NA,NA,NA,R,H,On,N
0215,101,Bay FC,29062024,11,Away,W,01,XX,XX,10516,4905,5609,4-3-3,"""00, 03, 04, 05, 20, 19, 23, 18, 21, 08, 12""","""10182046, 12072065, 27052065, 02032065, 15082093""","""04, 12""",11,46,07,08,06,02,05,324,83,03,01,15,25,40,01,26,10,10,01,XX,XX,13,"""08XX207553""",XX,207552,S08,Y,R,H,On,N,NA,NA,NA,NA
